emp_no,first_name,last_name,birth_date,from_date,to_date,title
" 225,964 ",Mooi,Cooman,1/19/65,6/7/89,1/1/99,Senior Engineer
" 226,216 ",Giordano,Gini,1/28/65,8/14/93,1/1/99,Technique Leader
" 226,227 ",Herbert,Erva,1/7/65,9/6/86,1/1/99,Senior Engineer
" 227,354 ",Gio,Murtha,1/12/65,11/11/86,1/1/99,Senior Engineer
" 227,476 ",Macha,Schnabel,1/11/65,5/11/88,1/1/99,Senior Engineer
" 227,681 ",Mikhail,Rousseau,1/30/65,11/30/98,1/1/99,Staff
" 227,899 ",Garnik,Luce,1/23/65,9/15/98,1/1/99,Staff
" 227,901 ",Francesca,Azuma,1/26/65,6/8/96,1/1/99,Senior Staff
" 228,098 ",IEEE,Kroll,1/18/65,5/10/97,2/17/98,Engineer
" 228,248 ",Yuriy,Plump,1/9/65,9/8/88,1/1/99,Senior Staff
" 228,554 ",Bilhanan,Brendel,1/3/65,12/23/90,1/1/99,Senior Staff
" 228,766 ",Nahla,Smailagic,1/11/65,2/12/93,1/1/99,Senior Engineer
" 229,098 ",Berry,Yurek,1/8/65,8/16/95,1/1/99,Senior Staff
" 229,220 ",Fabrizio,Lichtman,1/21/65,2/9/87,1/1/99,Senior Engineer
" 229,248 ",Harjit,Terekhov,1/27/65,10/19/95,1/1/99,Staff
" 229,386 ",Pohua,Tasistro,1/3/65,6/2/89,11/4/94,Technique Leader
" 229,391 ",Paloma,Henseler,1/15/65,6/11/91,1/1/99,Senior Engineer
" 229,404 ",Gilbert,Kilgour,1/11/65,4/5/96,1/1/99,Staff
" 229,547 ",Moni,Schach,1/3/65,7/4/86,1/1/99,Senior Staff
" 229,727 ",Ewing,Millington,1/23/65,9/28/99,1/1/99,Engineer
" 229,981 ",Jamaludin,Fordan,1/19/65,2/6/92,1/1/99,Senior Engineer
" 230,002 ",Tadahiro,Backhouse,1/7/65,10/2/91,1/1/99,Senior Engineer
" 230,126 ",Bezalel,Radivojevic,1/31/65,7/2/88,1/1/99,Senior Staff
" 230,287 ",Renny,Alameldin,1/14/65,9/28/97,1/1/99,Assistant Engineer
" 230,354 ",Yinghua,Lorho,1/31/65,8/9/91,1/1/99,Senior Staff
" 230,498 ",Kolar,Puppo,1/15/65,4/25/90,1/1/99,Senior Engineer
" 230,579 ",Shahar,Negoita,1/17/65,3/19/94,1/1/99,Senior Staff
" 230,689 ",Dietrich,Crabtree,1/14/65,5/24/86,1/1/99,Senior Staff
" 230,865 ",Takushi,Brattka,1/2/65,6/3/99,1/1/99,Staff
" 231,069 ",Trygve,Siksek,1/22/65,11/9/95,1/1/99,Staff
" 231,459 ",Nectarios,Pramanik,1/28/65,11/18/99,1/1/99,Assistant Engineer
" 231,671 ",Chandrasekaran,Pearson,1/7/65,4/14/95,1/1/99,Staff
" 231,798 ",Goetz,Alvarado,1/28/65,12/25/88,1/1/99,Senior Engineer
" 232,178 ",Etsuo,Anandan,1/29/65,12/13/89,1/1/99,Senior Staff
" 232,209 ",Nitsan,Rouquie,1/11/65,8/1/88,1/1/99,Senior Engineer
" 232,697 ",Barry,Ramsak,1/23/65,9/7/90,1/1/99,Senior Engineer
" 232,723 ",Tesuya,Bugrara,1/14/65,2/13/93,1/1/99,Engineer
" 233,114 ",Alselm,Gargeya,1/20/65,12/25/87,1/1/99,Senior Engineer
" 233,394 ",Khalid,Lenart,1/6/65,12/24/95,1/1/99,Engineer
" 233,397 ",Fay,Sundgren,1/16/65,7/7/90,1/1/99,Senior Staff
" 233,426 ",Etsuo,Usery,1/12/65,3/2/95,1/1/99,Senior Engineer
" 233,690 ",Cedric,Riefers,1/17/65,9/8/94,1/1/99,Engineer
" 233,759 ",Zissis,Lodder,1/14/65,5/27/00,1/1/99,Engineer
" 233,765 ",Kotesh,Chachaty,1/20/65,3/25/91,1/1/99,Senior Engineer
" 233,785 ",Baziley,Ballarin,1/30/65,7/28/87,1/1/99,Senior Staff
" 233,818 ",Kellie,Heydon,1/1/65,11/11/85,1/1/99,Senior Engineer
" 234,195 ",Luerbio,Terkki,1/7/65,5/14/91,1/1/99,Senior Staff
" 234,739 ",Foong,Aamodt,1/31/65,6/28/86,1/1/99,Senior Engineer
" 235,017 ",Irena,Dratva,1/17/65,9/7/91,1/1/99,Senior Staff
" 235,096 ",Sverrir,Gyimothy,1/21/65,7/30/95,1/1/99,Senior Staff
" 235,325 ",Gro,Prochazka,1/6/65,10/16/92,1/1/99,Senior Engineer
" 235,368 ",Anneli,Joslin,1/9/65,4/12/87,1/1/99,Senior Engineer
" 235,458 ",Gio,Heuser,1/5/65,6/28/92,1/1/99,Senior Staff
" 235,729 ",Henk,Anger,2/1/65,1/19/93,1/1/99,Senior Staff
" 235,780 ",Sampalli,Bergere,1/17/65,4/8/94,1/1/99,Senior Engineer
" 235,793 ",Jayesh,Spinelli,1/3/65,7/18/92,1/16/99,Senior Engineer
" 236,315 ",IEEE,Raczkowsky,1/31/65,7/24/96,1/1/99,Technique Leader
" 236,566 ",Yechezkel,Maginnis,1/17/65,12/11/92,1/1/99,Senior Staff
" 236,591 ",Insup,Reinhard,1/11/65,4/8/85,1/1/99,Senior Staff
" 236,827 ",Almudena,Rijckaert,1/28/65,2/16/94,1/1/99,Senior Engineer
" 236,883 ",Huan,Olivero,1/27/65,11/19/99,1/1/99,Staff
" 236,964 ",Adel,Foote,1/17/65,8/19/98,3/20/00,Staff
" 238,112 ",Miomir,Frezza,1/12/65,5/25/91,1/1/99,Technique Leader
" 238,252 ",Uno,Suppi,1/9/65,12/27/96,1/1/99,Staff
" 238,422 ",Vishv,Angelov,1/10/65,3/8/88,1/1/99,Senior Staff
" 238,949 ",Minghong,Cronin,1/9/65,10/4/87,1/1/99,Senior Staff
" 239,067 ",Tadahiko,Pocchiola,1/11/65,4/2/96,1/1/99,Staff
" 239,244 ",Abdulla,Kitai,1/13/65,2/20/87,1/1/99,Senior Staff
" 239,415 ",Susumu,Brender,1/1/65,4/17/93,1/1/99,Senior Engineer
" 239,426 ",Vesna,Fairtlough,1/8/65,8/9/94,5/7/02,Engineer
" 239,664 ",Sugwoo,Michaels,1/4/65,8/2/92,1/1/99,Senior Engineer
" 239,706 ",Arunas,Bugrara,1/15/65,4/3/97,1/1/99,Assistant Engineer
" 239,748 ",Bilhanan,Dusink,1/23/65,6/4/88,1/1/99,Senior Staff
" 239,803 ",Oscal,Ernst,1/30/65,5/19/92,1/1/99,Senior Staff
" 240,132 ",Mizuhito,Kobara,2/1/65,8/9/96,1/1/99,Senior Staff
" 240,236 ",TRUE,Tischendorf,1/24/65,1/19/86,1/1/99,Senior Engineer
" 240,285 ",Kolar,Greenaway,1/23/65,11/14/98,1/1/99,Staff
" 240,340 ",Mack,Staylopatis,1/14/65,4/2/85,1/1/99,Senior Engineer
" 240,438 ",Temple,Cyre,1/2/65,9/30/92,1/1/99,Senior Staff
" 240,870 ",Francesca,Chorvat,1/6/65,3/17/92,1/1/99,Senior Staff
" 241,100 ",Cedric,Molenaar,1/23/65,10/6/90,1/1/99,Senior Engineer
" 241,254 ",Jagoda,Anguita,1/15/65,5/11/93,1/1/99,Senior Engineer
" 241,292 ",Uri,Lampe,1/29/65,10/17/87,12/11/01,Senior Staff
" 241,567 ",Emran,Miara,1/18/65,5/2/89,1/1/99,Senior Engineer
" 241,667 ",Atilio,Olivero,1/28/65,9/4/85,1/1/99,Senior Engineer
" 241,728 ",Limsoon,Boudaillier,1/30/65,8/8/99,1/1/99,Senior Engineer
" 241,872 ",Bluma,Fetvedt,1/11/65,2/3/92,11/14/01,Senior Staff
" 242,019 ",Herb,Murrill,1/9/65,10/28/01,1/1/99,Senior Engineer
" 242,081 ",Tomokazu,Pargas,1/12/65,11/15/96,1/1/99,Engineer
" 242,104 ",Richara,Sudkamp,1/5/65,9/5/89,1/1/99,Senior Staff
" 242,500 ",Bingning,Iisaku,1/8/65,6/26/89,1/1/99,Senior Staff
" 242,800 ",Kazuyasu,Levergood,1/11/65,2/10/96,1/1/99,Engineer
" 243,018 ",Bowen,Deverell,1/2/65,12/27/98,1/1/99,Senior Staff
" 243,077 ",Kazunori,Perz,2/1/65,2/25/99,1/1/99,Senior Engineer
" 243,576 ",Abdulah,Lodder,1/4/65,11/10/96,1/1/99,Senior Staff
" 243,637 ",Marjo,Delgrange,1/16/65,6/24/90,1/1/99,Senior Staff
" 243,898 ",Arch,Basawa,1/9/65,5/10/98,1/1/99,Staff
" 244,308 ",Mokhtar,Rebaine,1/10/65,7/23/91,1/1/99,Senior Staff
" 244,605 ",Masoud,Suwa,1/22/65,11/25/89,10/10/98,Senior Staff
" 244,624 ",Boaz,Seuren,1/31/65,3/27/87,1/1/99,Senior Staff
" 244,711 ",Rosli,Butner,1/25/65,3/20/91,1/1/99,Engineer
" 244,714 ",Poorav,Clouatre,1/27/65,5/6/96,1/1/99,Senior Engineer
" 244,820 ",Shigenori,Hertweck,1/15/65,4/13/87,1/1/99,Senior Engineer
" 244,873 ",Arunachalam,Oppitz,1/4/65,5/20/86,1/1/99,Senior Staff
" 245,164 ",Filipp,Winter,1/23/65,10/24/96,1/1/99,Senior Engineer
" 245,396 ",Gift,Bottner,1/31/65,3/4/95,1/1/99,Senior Staff
" 245,664 ",Manohar,Kilgore,1/18/65,11/17/98,1/1/99,Staff
" 246,146 ",Zhongwei,Melski,1/30/65,9/4/87,1/1/99,Senior Engineer
" 246,244 ",George,Casperson,1/9/65,1/20/00,1/1/99,Staff
" 246,364 ",Alper,Tiemann,1/6/65,10/29/98,1/1/99,Engineer
" 246,764 ",Shuzo,Czaja,1/4/65,11/29/97,1/1/99,Staff
" 246,798 ",Tianruo,Strooper,1/9/65,12/7/01,1/1/99,Senior Staff
" 246,902 ",Shih,Shanbhogue,1/27/65,4/19/98,1/1/99,Staff
" 247,089 ",Seongbae,Schahn,1/17/65,12/10/92,1/1/99,Senior Staff
" 247,122 ",Xiaobin,Narlikar,1/23/65,2/14/92,1/1/99,Senior Staff
" 247,447 ",Tzu,Bakhtari,1/28/65,3/18/94,1/1/99,Senior Engineer
" 247,456 ",Masako,Bahk,1/16/65,7/31/97,1/1/99,Engineer
" 247,612 ",Chiranjit,Constantine,1/4/65,5/25/97,1/1/99,Engineer
" 247,875 ",Xiong,Anick,1/2/65,4/23/91,1/1/99,Senior Staff
" 247,888 ",Abdelghani,Lagarias,1/15/65,9/6/85,1/1/99,Senior Engineer
" 248,256 ",Sajjan,Falby,1/5/65,8/29/96,1/1/99,Staff
" 248,351 ",Jaana,Milicia,2/1/65,6/2/85,1/1/99,Senior Staff
" 248,758 ",Snehasis,Muhlberg,2/1/65,7/16/91,12/25/94,Senior Staff
" 248,953 ",Percy,Sudbeck,1/29/65,8/29/96,1/1/99,Assistant Engineer
" 249,239 ",Hideyuki,Decleir,1/21/65,5/4/94,1/1/99,Senior Engineer
" 249,325 ",Ute,Pokrovskii,1/26/65,6/9/97,1/1/99,Staff
" 249,433 ",Ayonca,Matzov,1/16/65,6/3/88,1/1/99,Senior Engineer
" 249,504 ",Dmitry,Velardi,1/7/65,3/1/94,10/20/95,Senior Engineer
" 249,780 ",Nechama,Gaughan,1/12/65,7/9/93,1/1/99,Senior Engineer
" 249,799 ",Jolita,Neimat,1/4/65,12/27/93,1/1/99,Senior Engineer
" 249,866 ",Steen,Gubsky,1/15/65,1/14/89,1/1/99,Senior Staff
" 249,969 ",Georgi,Luiz,1/21/65,6/10/91,1/1/99,Senior Engineer
" 250,411 ",Ranga,Sommen,1/27/65,1/20/89,1/1/99,Senior Staff
" 250,452 ",Alexius,Plavsic,1/14/65,1/17/00,1/1/99,Senior Engineer
" 250,748 ",Kish,Turnbull,1/27/65,2/10/87,1/1/99,Senior Engineer
" 251,166 ",Hinrich,Hooghiemstra,1/22/65,10/5/85,1/1/99,Senior Staff
" 251,233 ",Yucel,Bernini,1/7/65,2/19/93,1/1/99,Senior Engineer
" 251,301 ",Pintsang,Impagliazzo,1/30/65,5/6/89,1/1/99,Senior Staff
" 251,341 ",Divier,Kumaresan,1/11/65,12/5/92,1/1/99,Senior Staff
" 251,403 ",Utpal,DuBourdieux,1/1/65,11/19/97,1/1/99,Technique Leader
" 251,437 ",Shichao,Iwayama,1/20/65,10/17/89,1/1/99,Engineer
" 251,645 ",Bezalel,Tsunoo,1/6/65,6/17/92,1/1/99,Senior Staff
" 251,680 ",Moty,Sommen,1/5/65,8/14/90,1/1/99,Senior Engineer
" 251,814 ",Mitsuyuki,Zockler,1/1/65,9/14/98,1/1/99,Technique Leader
" 252,185 ",Chaosheng,Conta,1/1/65,4/14/97,1/1/99,Engineer
" 252,316 ",Gill,Niizuma,1/7/65,10/8/94,1/1/99,Senior Engineer
" 252,392 ",Sanjeeva,Peron,1/1/65,12/26/93,1/1/99,Senior Engineer
" 253,029 ",Thodoros,Thimonier,1/13/65,4/5/95,1/1/99,Engineer
" 253,707 ",Insup,Hainaut,1/5/65,2/11/98,1/1/99,Staff
" 253,838 ",Stafford,Terlouw,1/28/65,2/21/99,1/1/99,Assistant Engineer
" 253,893 ",Huiqun,Trystram,1/4/65,5/10/93,1/1/99,Senior Engineer
" 254,044 ",Gunilla,Brendel,1/16/65,4/10/92,1/1/99,Senior Engineer
" 254,399 ",Armond,Lores,1/24/65,9/16/99,1/1/99,Technique Leader
" 254,821 ",Tonny,Couchot,1/24/65,12/12/94,1/1/99,Staff
" 255,466 ",Huan,Roccetti,1/18/65,7/3/85,1/1/99,Senior Engineer
" 255,657 ",Oldrich,Cyre,1/20/65,2/10/85,1/1/99,Senior Engineer
" 255,779 ",Heejo,Merle,1/31/65,9/4/97,1/1/99,Technique Leader
" 256,216 ",Halsur,Brodal,1/1/65,11/22/97,1/1/99,Engineer
" 256,856 ",Hongzue,Barbanera,1/3/65,6/17/87,1/1/99,Senior Staff
" 256,881 ",Ioana,Jakobus,1/3/65,8/10/90,1/1/99,Senior Engineer
" 256,888 ",Heather,Pehl,1/3/65,9/15/93,1/1/99,Staff
" 257,062 ",Stabislas,Pardalos,1/24/65,6/21/89,1/1/99,Senior Engineer
" 257,378 ",Pascal,Bernatsky,1/6/65,9/3/88,1/1/99,Senior Staff
" 257,469 ",Anyuan,Hanratty,1/22/65,1/6/88,1/1/99,Senior Staff
" 257,484 ",Shaowei,Nicolson,1/1/65,12/7/86,1/1/99,Senior Staff
" 258,028 ",Mountaz,Reinhart,1/7/65,1/21/00,7/3/01,Engineer
" 258,124 ",Mariusz,Zolotykh,1/17/65,7/28/90,1/1/99,Senior Staff
" 258,470 ",Weiwu,Butner,1/4/65,2/14/95,1/1/99,Staff
" 258,643 ",Przemyslawa,Esposito,1/11/65,2/27/92,1/1/99,Senior Engineer
" 259,042 ",Xiaoqiang,Farrow,1/12/65,1/1/97,1/1/99,Staff
" 259,237 ",Palash,Gammage,1/27/65,10/23/87,1/1/99,Senior Staff
" 259,273 ",Xiahua,Gomatam,1/22/65,12/1/89,1/1/99,Senior Engineer
" 259,611 ",Shuichi,Marrakchi,1/27/65,8/21/90,1/1/99,Senior Staff
" 259,619 ",Conal,Magliocco,1/21/65,5/9/92,1/1/99,Senior Staff
" 259,718 ",Stepehn,Bouloucos,1/24/65,12/13/93,1/1/99,Senior Staff
" 260,153 ",Mingdong,Baar,1/28/65,10/14/91,1/1/99,Technique Leader
" 260,249 ",Vugranam,Beausoleil,1/22/65,5/14/98,1/1/99,Staff
" 260,361 ",Reinhold,Rahier,1/25/65,6/6/95,10/9/97,Engineer
" 260,399 ",Hatem,Birsak,1/30/65,4/10/89,1/1/99,Senior Staff
" 260,408 ",Sasan,Brookner,1/19/65,9/3/96,1/1/99,Senior Staff
" 260,501 ",Dzung,Pargas,1/14/65,5/17/90,1/1/99,Technique Leader
" 261,184 ",Masako,Kornatzky,1/30/65,8/29/87,1/1/99,Senior Engineer
" 261,631 ",Jianhua,Huttel,1/8/65,2/23/98,1/1/99,Engineer
" 261,662 ",Berni,Assaf,1/11/65,9/8/89,1/1/99,Senior Staff
" 261,737 ",Mark,Lindqvist,1/23/65,11/22/90,1/1/99,Senior Engineer
" 261,986 ",Gila,Ramsak,1/21/65,5/13/97,1/1/99,Senior Engineer
" 261,990 ",Volkmar,Czaja,1/16/65,4/1/92,1/1/99,Senior Staff
" 262,208 ",Mrinalini,Holburn,1/16/65,4/20/87,5/23/87,Senior Staff
" 262,210 ",Chinho,Bottner,1/22/65,7/29/85,1/1/99,Senior Engineer
" 262,328 ",Mayuko,Vural,1/3/65,12/24/97,1/1/99,Staff
" 262,439 ",Lorien,Lagarias,1/30/65,10/10/85,1/1/99,Senior Staff
" 262,636 ",Tamiya,Reutenauer,1/4/65,4/10/92,1/1/99,Senior Engineer
" 262,752 ",Pramod,Bierman,1/4/65,12/12/97,1/1/99,Engineer
" 262,928 ",Piyush,Gill,1/1/65,8/31/90,2/20/95,Senior Engineer
" 263,012 ",Hideo,Buchter,1/9/65,5/1/99,1/1/99,Staff
" 263,186 ",Danny,Lowrie,1/22/65,9/13/95,1/1/99,Technique Leader
" 263,370 ",Shakhar,Ranze,1/3/65,5/29/99,1/1/99,Staff
" 263,439 ",Atreye,Kabayashi,1/9/65,12/15/86,1/1/99,Senior Engineer
" 263,645 ",Mingsen,Lally,1/19/65,12/4/90,1/1/99,Senior Engineer
" 263,649 ",Mechthild,Zongker,1/17/65,7/26/93,1/1/99,Senior Staff
" 263,926 ",Fusako,Schwartzbauer,1/3/65,4/7/85,1/1/99,Senior Staff
" 264,030 ",Zdislav,Solares,1/15/65,12/14/90,1/1/99,Engineer
" 264,167 ",Baoqiu,Tomescu,1/25/65,5/1/96,1/1/99,Senior Engineer
" 264,322 ",Leandro,Swist,1/3/65,1/6/91,1/1/99,Senior Staff
" 264,626 ",Noritoshi,Bakhtari,1/13/65,2/3/93,1/1/99,Senior Staff
" 264,939 ",Bogdan,Bahi,1/10/65,2/9/85,2/13/99,Senior Engineer
" 265,039 ",Navid,Staudhammer,1/3/65,10/18/92,1/1/99,Senior Staff
" 265,521 ",Kensei,Salverda,1/4/65,5/25/93,1/1/99,Senior Engineer
" 265,558 ",Susuma,Kleiser,1/31/65,8/2/87,1/1/99,Senior Staff
" 265,794 ",Miquel,Halloran,1/15/65,1/14/94,1/1/99,Senior Staff
" 265,875 ",Fan,Marsiglia,1/20/65,9/3/89,1/1/99,Senior Engineer
" 266,206 ",Zsolt,Anily,2/1/65,8/19/85,1/1/99,Senior Staff
" 266,249 ",Sumant,Nishimukai,1/15/65,3/28/91,1/1/99,Senior Staff
" 266,310 ",Zvonko,Serdy,1/23/65,6/24/87,1/1/99,Senior Staff
" 266,644 ",Anwar,Gubsky,1/8/65,8/9/93,1/1/99,Senior Staff
" 266,862 ",Mart,Plumb,1/10/65,4/21/86,1/1/99,Senior Staff
" 266,881 ",Mokhtar,Sabnani,1/11/65,8/28/90,2/4/97,Senior Staff
" 267,059 ",Moie,Tempesti,1/9/65,6/29/91,1/1/99,Senior Staff
" 267,227 ",Susuma,Tagansky,1/10/65,1/22/95,1/1/99,Senior Engineer
" 267,304 ",Jordanka,Axelband,1/6/65,6/27/94,1/1/99,Senior Staff
" 267,667 ",Irena,Kaiserswerth,1/5/65,9/5/87,1/1/99,Senior Staff
" 268,043 ",Narain,Mikschl,1/28/65,11/2/97,1/1/99,Engineer
" 268,191 ",LiMin,Teitelbaum,1/7/65,11/1/90,1/1/99,Senior Engineer
" 269,728 ",Naftali,Kragelund,1/12/65,5/16/87,1/1/99,Senior Staff
" 270,084 ",Ulises,Frolund,1/11/65,7/26/86,1/1/99,Senior Staff
" 270,716 ",Shunichi,Baer,1/19/65,2/4/98,1/1/99,Staff
" 270,794 ",Dannz,Zhang,2/1/65,6/26/91,1/1/99,Senior Staff
" 271,106 ",Taisook,Kampfer,1/10/65,11/30/97,1/1/99,Engineer
" 271,219 ",Odoardo,Tyugu,1/16/65,11/7/94,1/1/99,Engineer
" 272,141 ",Tsutomu,Neiman,1/13/65,7/31/96,1/1/99,Senior Staff
" 272,285 ",Gully,Mitchem,1/19/65,1/22/86,1/1/99,Senior Staff
" 272,316 ",Surveyors,Muhling,1/5/65,7/19/99,1/1/99,Engineer
" 272,452 ",Mitsuyuki,Isard,1/10/65,8/17/96,2/27/02,Engineer
" 272,599 ",Holgard,Hegner,1/16/65,7/15/93,1/1/99,Senior Staff
" 272,860 ",Minghong,Candan,2/1/65,2/10/94,1/1/99,Assistant Engineer
" 273,159 ",Divine,Hofmeyr,1/26/65,4/14/89,1/1/99,Technique Leader
" 273,286 ",Brigham,Asmuth,1/26/65,1/23/89,1/1/99,Senior Engineer
" 273,396 ",Wayne,Baba,1/10/65,3/7/98,1/1/99,Engineer
" 273,806 ",Hongzhu,Beetstra,1/1/65,1/24/91,8/18/97,Senior Staff
" 273,858 ",Gunilla,Matzen,1/13/65,12/28/90,1/1/99,Senior Staff
" 274,071 ",Mingsen,Weiland,1/1/65,10/12/95,1/1/99,Staff
" 274,271 ",Prodip,Ritcey,1/10/65,9/10/86,1/1/99,Senior Staff
" 274,369 ",Ranga,Waymire,1/29/65,1/27/97,1/1/99,Senior Staff
" 274,813 ",Yefim,Pettey,1/10/65,8/7/93,1/1/99,Senior Staff
" 275,158 ",Satyanarayana,Brandsma,1/7/65,12/8/99,1/1/99,Engineer
" 275,263 ",Vojin,Laventhal,1/21/65,10/18/91,1/1/99,Senior Engineer
" 275,444 ",Limsoon,Leppanen,1/16/65,1/21/93,1/1/99,Senior Engineer
" 275,495 ",Shen,Yamaashi,1/13/65,2/19/95,1/1/99,Staff
" 275,801 ",Ayakannu,Heinisuo,1/22/65,6/28/86,1/1/99,Senior Staff
" 275,881 ",Jiann,Munro,1/8/65,5/18/88,1/1/99,Senior Engineer
" 275,994 ",Uma,Prampolini,1/29/65,2/21/91,1/1/99,Senior Engineer
" 276,027 ",Holgard,Stavenow,1/4/65,2/28/86,1/1/99,Senior Staff
" 276,184 ",Mari,Swick,1/10/65,4/8/91,1/1/99,Senior Staff
" 276,186 ",Sajjad,Vecchi,1/30/65,6/2/93,1/1/99,Senior Staff
" 276,189 ",Isaac,Klerer,1/10/65,3/19/95,1/1/99,Senior Staff
" 276,445 ",Atilio,Randi,1/27/65,7/2/88,1/1/99,Senior Engineer
" 276,472 ",Hideyuki,Flanders,1/27/65,11/10/88,1/1/99,Senior Engineer
" 276,563 ",Gift,Solares,1/1/65,8/1/95,1/1/99,Senior Staff
" 276,868 ",Alois,Sanella,1/19/65,3/13/98,1/1/99,Staff
" 277,316 ",Vitali,Rothenberg,1/3/65,10/4/89,1/1/99,Senior Staff
" 277,362 ",Uzi,Kugler,1/9/65,1/12/91,1/1/99,Senior Staff
" 277,420 ",Rayond,Schach,1/16/65,4/22/95,1/1/99,Senior Engineer
" 277,777 ",Herbert,Itzigehl,1/27/65,7/4/90,1/1/99,Senior Engineer
" 277,829 ",Michaela,Fandrianto,1/22/65,6/2/86,1/1/99,Senior Engineer
" 278,239 ",Boaz,Bottner,1/19/65,2/6/94,1/1/99,Staff
" 278,386 ",Caolyn,Poujol,1/15/65,12/3/95,1/1/99,Technique Leader
" 278,452 ",Sudhanshu,Toyoshima,1/7/65,8/29/87,1/1/99,Senior Staff
" 278,536 ",Munenori,Shobatake,1/14/65,1/10/92,1/1/99,Senior Staff
" 278,549 ",Jaana,Werthner,1/2/65,7/27/89,1/1/99,Senior Staff
" 278,953 ",Jeanna,Ghandeharizadeh,1/26/65,8/11/90,1/1/99,Senior Engineer
" 279,115 ",Maren,DuCasse,1/5/65,11/29/97,1/1/99,Engineer
" 279,280 ",Niranjan,Debuse,1/9/65,9/21/92,1/1/99,Senior Engineer
" 279,791 ",Chiranjit,Lyonns,1/10/65,12/24/86,1/1/99,Engineer
" 280,070 ",Niteen,Ebeling,1/24/65,3/29/88,1/1/99,Senior Staff
" 280,291 ",Lenore,Badache,1/26/65,11/24/98,1/1/99,Staff
" 280,420 ",Jahangir,Hofting,1/31/65,9/28/86,1/1/99,Senior Staff
" 280,525 ",Kish,Herbst,1/13/65,8/18/96,1/1/99,Staff
" 280,648 ",Heeju,Lorys,1/4/65,12/27/86,1/1/99,Senior Engineer
" 281,570 ",Zijian,Covnot,1/8/65,9/13/94,1/1/99,Assistant Engineer
" 281,692 ",Khosrow,Sommen,1/6/65,3/3/90,1/1/99,Senior Engineer
" 281,848 ",Parke,Staylopatis,1/29/65,7/31/93,1/1/99,Senior Engineer
" 281,859 ",Masanao,Papastamatiou,1/17/65,11/25/85,1/1/99,Senior Engineer
" 282,191 ",Alper,Shinomoto,1/16/65,10/20/97,1/1/99,Engineer
" 282,333 ",Nahla,Serdy,1/25/65,9/9/93,1/1/99,Senior Staff
" 282,343 ",Xinglin,Haldar,1/13/65,7/20/88,1/1/99,Senior Staff
" 282,547 ",Nahum,Codenie,1/18/65,6/14/99,1/1/99,Engineer
" 282,585 ",Zijian,Lammel,1/3/65,7/1/96,1/1/99,Staff
" 282,894 ",Fay,Bellmore,1/5/65,5/3/89,1/1/99,Senior Engineer
" 284,300 ",Ishfaq,Mahmud,1/22/65,11/29/91,1/1/99,Senior Staff
" 284,431 ",Pintsang,Fujisawa,1/25/65,4/16/96,1/1/99,Senior Staff
" 284,561 ",Duri,Beznosov,1/3/65,2/15/88,1/1/99,Senior Engineer
" 284,687 ",Oksana,Redmiles,1/15/65,6/22/85,1/1/99,Senior Engineer
" 284,691 ",Theron,Ressouche,1/4/65,8/17/88,1/1/99,Senior Engineer
" 284,711 ",Martijn,Azevdeo,1/21/65,2/10/88,1/1/99,Senior Engineer
" 284,717 ",Gal,Ranta,1/11/65,11/7/92,1/1/99,Senior Engineer
" 284,856 ",Moto,Kobara,1/5/65,12/12/91,1/1/99,Senior Engineer
" 284,954 ",Anneke,Hammerschmidt,1/16/65,1/30/96,1/1/99,Engineer
" 285,164 ",Xiaocheng,Kumaresan,1/2/65,10/3/94,1/1/99,Staff
" 285,396 ",Lena,Kohling,1/27/65,10/4/86,1/1/99,Senior Engineer
" 285,905 ",Kellyn,Bage,1/9/65,11/4/94,1/1/99,Senior Staff
" 285,906 ",Arnould,Buescher,1/2/65,3/26/98,1/1/99,Engineer
" 286,026 ",Utpal,Zaumen,1/21/65,2/25/91,1/1/99,Senior Staff
" 286,029 ",Jaques,Nanard,1/28/65,7/16/96,1/1/99,Staff
" 286,370 ",Toshimitsu,Seuren,1/6/65,1/19/95,1/1/99,Senior Staff
" 286,452 ",Behnaam,Bierbaum,1/26/65,1/31/99,1/1/99,Engineer
" 286,573 ",Nahum,Nishimukai,1/27/65,7/29/94,1/1/99,Senior Engineer
" 286,779 ",Sigeru,Versino,1/24/65,8/31/98,1/1/99,Engineer
" 286,986 ",Woody,Trelles,1/1/65,5/23/96,1/1/99,Senior Engineer
" 287,323 ",Steve,Dengi,2/1/65,9/15/99,1/1/99,Staff
" 287,327 ",Youjian,Felder,1/13/65,7/15/93,1/1/99,Senior Staff
" 287,334 ",Elliott,Speer,1/5/65,8/8/98,1/1/99,Engineer
" 287,482 ",Shigeaki,Gihr,1/1/65,3/18/94,1/1/99,Senior Engineer
" 287,583 ",Jovan,Hockney,1/18/65,6/21/90,1/1/99,Senior Engineer
" 287,609 ",Sailaja,Negoita,1/6/65,1/20/88,1/1/99,Senior Engineer
" 287,713 ",Aamod,Ranka,1/23/65,12/7/92,1/1/99,Senior Staff
" 287,808 ",Vidar,Ozeki,1/9/65,6/17/96,1/1/99,Technique Leader
" 287,983 ",Randi,Munos,1/23/65,9/7/90,1/1/99,Senior Staff
" 287,984 ",Troy,Kobuchi,1/9/65,2/12/91,1/1/99,Senior Engineer
" 288,028 ",Kauko,Narwekar,1/22/65,12/16/85,1/1/99,Senior Engineer
" 288,142 ",Shay,Heystek,1/25/65,4/1/89,1/1/99,Senior Staff
